,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Transaction_type
390,Andhra Pradesh,2022,4,530026,10249750,23326515678,TOTAL
391,Andhra Pradesh,2022,4,517501,9601016,17160601029,TOTAL
392,Andhra Pradesh,2022,4,517507,8255182,15452889827,TOTAL
393,Andhra Pradesh,2022,4,530016,6770365,11575693177,TOTAL
394,Andhra Pradesh,2022,4,515001,6566772,12647557282,TOTAL
395,Andhra Pradesh,2022,4,522001,6419773,13879436431,TOTAL
396,Andhra Pradesh,2022,4,520010,5887349,11108836640,TOTAL
397,Andhra Pradesh,2022,4,518002,5810257,12488419884,TOTAL
398,Andhra Pradesh,2022,4,520002,5685286,14883019280,TOTAL
399,Andhra Pradesh,2022,4,516001,5545373,13027211099,TOTAL
400,Arunanchal Pradesh,2018,1,791110,4253,8605127.65,TOTAL
401,Arunanchal Pradesh,2018,1,791111,4207,9841038.919,TOTAL
402,Arunanchal Pradesh,2018,1,791102,3286,5671981.375,TOTAL
403,Arunanchal Pradesh,2018,1,790116,2704,4457038.562,TOTAL
404,Arunanchal Pradesh,2018,1,790104,2114,4578762.301,TOTAL
405,Arunanchal Pradesh,2018,1,791109,2112,3137887.501,TOTAL
406,Arunanchal Pradesh,2018,1,792131,2097,3667031.75,TOTAL
407,Arunanchal Pradesh,2018,1,791001,2041,5020173.998,TOTAL
408,Arunanchal Pradesh,2018,1,791113,1955,6492923.794,TOTAL
409,Arunanchal Pradesh,2018,1,792001,1865,2638135.149,TOTAL
410,Arunanchal Pradesh,2018,2,791110,7878,19894634.32,TOTAL
411,Arunanchal Pradesh,2018,2,791111,7239,20302894.32,TOTAL
412,Arunanchal Pradesh,2018,2,791102,6046,11116134.49,TOTAL
413,Arunanchal Pradesh,2018,2,790116,4689,11109804.76,TOTAL
414,Arunanchal Pradesh,2018,2,790104,4436,10757634.64,TOTAL
415,Arunanchal Pradesh,2018,2,792131,4342,9787595.363,TOTAL
416,Arunanchal Pradesh,2018,2,791113,4159,10355129.8,TOTAL
417,Arunanchal Pradesh,2018,2,792103,3885,10332844.69,TOTAL
418,Arunanchal Pradesh,2018,2,792102,3638,13733030.97,TOTAL
419,Arunanchal Pradesh,2018,2,791109,3486,8901023.682,TOTAL
420,Arunanchal Pradesh,2018,3,791110,13489,28577947.49,TOTAL
421,Arunanchal Pradesh,2018,3,791111,10508,33766761.06,TOTAL
422,Arunanchal Pradesh,2018,3,791102,9777,18868814.47,TOTAL
423,Arunanchal Pradesh,2018,3,791109,8636,14623073.03,TOTAL
424,Arunanchal Pradesh,2018,3,790116,6870,19935455.78,TOTAL
425,Arunanchal Pradesh,2018,3,792103,6672,16204421.8,TOTAL
426,Arunanchal Pradesh,2018,3,790104,6434,18213474.58,TOTAL
427,Arunanchal Pradesh,2018,3,792001,6307,16330131.58,TOTAL
428,Arunanchal Pradesh,2018,3,791113,6191,14657152.43,TOTAL
429,Arunanchal Pradesh,2018,3,792102,5120,16131802.08,TOTAL
430,Arunanchal Pradesh,2018,4,791110,18305,50770919.03,TOTAL
431,Arunanchal Pradesh,2018,4,791111,14891,50578761.54,TOTAL
432,Arunanchal Pradesh,2018,4,791102,11990,28553763.56,TOTAL
433,Arunanchal Pradesh,2018,4,790116,10791,42561249.91,TOTAL
434,Arunanchal Pradesh,2018,4,792103,8743,23841863.53,TOTAL
435,Arunanchal Pradesh,2018,4,790104,8727,28710303.17,TOTAL
436,Arunanchal Pradesh,2018,4,791113,8156,19785304.8,TOTAL
437,Arunanchal Pradesh,2018,4,791109,7660,17851253.03,TOTAL
438,Arunanchal Pradesh,2018,4,792001,7520,18988989.14,TOTAL
439,Arunanchal Pradesh,2018,4,792102,6597,21188725.1,TOTAL
440,Arunanchal Pradesh,2019,1,791110,21769,56305175.16,TOTAL
441,Arunanchal Pradesh,2019,1,791111,18706,57464660.99,TOTAL
442,Arunanchal Pradesh,2019,1,791102,14504,35128890.14,TOTAL
443,Arunanchal Pradesh,2019,1,790116,13724,44410163.52,TOTAL
444,Arunanchal Pradesh,2019,1,791109,11691,24669479.82,TOTAL
445,Arunanchal Pradesh,2019,1,791113,10893,28900698.05,TOTAL
446,Arunanchal Pradesh,2019,1,790104,10231,29899156.53,TOTAL
447,Arunanchal Pradesh,2019,1,792103,10190,28841570.72,TOTAL
448,Arunanchal Pradesh,2019,1,792001,9575,24797020.74,TOTAL
449,Arunanchal Pradesh,2019,1,790101,9149,26500818.4,TOTAL
450,Arunanchal Pradesh,2019,2,791110,28827,80501052.66,TOTAL
451,Arunanchal Pradesh,2019,2,791111,24040,77741634.14,TOTAL
452,Arunanchal Pradesh,2019,2,791102,14906,38658949.4,TOTAL
453,Arunanchal Pradesh,2019,2,790116,13929,48120977.09,TOTAL
454,Arunanchal Pradesh,2019,2,791113,12970,37636424.9,TOTAL
455,Arunanchal Pradesh,2019,2,790104,12562,43392107.21,TOTAL
456,Arunanchal Pradesh,2019,2,791109,12214,28228154.98,TOTAL
457,Arunanchal Pradesh,2019,2,792001,11232,29778429.81,TOTAL
458,Arunanchal Pradesh,2019,2,792103,11076,30442992.65,TOTAL
459,Arunanchal Pradesh,2019,2,790101,10926,36302058.3,TOTAL
460,Arunanchal Pradesh,2019,3,791110,38560,104152420.7,TOTAL
461,Arunanchal Pradesh,2019,3,791111,32844,92522169.4,TOTAL
462,Arunanchal Pradesh,2019,3,791102,20744,50221808.11,TOTAL
463,Arunanchal Pradesh,2019,3,791113,19591,49174022.06,TOTAL
464,Arunanchal Pradesh,2019,3,790116,19201,53454221.51,TOTAL
465,Arunanchal Pradesh,2019,3,790104,18759,57742402.57,TOTAL
466,Arunanchal Pradesh,2019,3,792103,17253,38310432.23,TOTAL
467,Arunanchal Pradesh,2019,3,790101,15882,43198540.63,TOTAL
468,Arunanchal Pradesh,2019,3,792001,15645,35020210.51,TOTAL
469,Arunanchal Pradesh,2019,3,791109,14867,29287244.19,TOTAL
470,Arunanchal Pradesh,2019,4,791110,46210,135166318.9,TOTAL
471,Arunanchal Pradesh,2019,4,791111,38960,109780309.5,TOTAL
472,Arunanchal Pradesh,2019,4,791113,25720,67044021.64,TOTAL
473,Arunanchal Pradesh,2019,4,791102,25493,64172690.79,TOTAL
474,Arunanchal Pradesh,2019,4,790104,23418,71137191.35,TOTAL
475,Arunanchal Pradesh,2019,4,792103,22297,45950095.41,TOTAL
476,Arunanchal Pradesh,2019,4,790101,22263,69716144.71,TOTAL
477,Arunanchal Pradesh,2019,4,790116,21777,62382535.12,TOTAL
478,Arunanchal Pradesh,2019,4,792001,18262,41638209.32,TOTAL
479,Arunanchal Pradesh,2019,4,791109,17833,33159442.66,TOTAL
480,Arunanchal Pradesh,2020,1,791110,53858,134164730.9,TOTAL
481,Arunanchal Pradesh,2020,1,791111,44651,118592432.5,TOTAL
482,Arunanchal Pradesh,2020,1,791113,40087,114373417.7,TOTAL
483,Arunanchal Pradesh,2020,1,791102,30846,73201195.24,TOTAL
484,Arunanchal Pradesh,2020,1,792103,27462,65003236.3,TOTAL
485,Arunanchal Pradesh,2020,1,790116,25027,68279455.37,TOTAL
486,Arunanchal Pradesh,2020,1,790104,24414,66277727.27,TOTAL
487,Arunanchal Pradesh,2020,1,792001,23370,55255805.31,TOTAL
488,Arunanchal Pradesh,2020,1,791001,22588,54519489.86,TOTAL
489,Arunanchal Pradesh,2020,1,791109,22374,43679801.42,TOTAL
490,Arunanchal Pradesh,2020,2,791110,66660,161486745.4,TOTAL
491,Arunanchal Pradesh,2020,2,791111,58840,143307742.4,TOTAL
492,Arunanchal Pradesh,2020,2,791102,50996,97581020.84,TOTAL
493,Arunanchal Pradesh,2020,2,791113,49710,128006452.9,TOTAL
494,Arunanchal Pradesh,2020,2,792103,39797,83935770.27,TOTAL
495,Arunanchal Pradesh,2020,2,791001,38760,84597533.51,TOTAL
496,Arunanchal Pradesh,2020,2,790104,34466,94485243.4,TOTAL
497,Arunanchal Pradesh,2020,2,792001,33392,72498626.74,TOTAL
498,Arunanchal Pradesh,2020,2,790116,28051,69882584.57,TOTAL
499,Arunanchal Pradesh,2020,2,790101,27329,80597964.57,TOTAL
500,Arunanchal Pradesh,2020,3,791113,85276,286434881.1,TOTAL
501,Arunanchal Pradesh,2020,3,791110,83578,224119989.4,TOTAL
502,Arunanchal Pradesh,2020,3,791111,73373,201615153.5,TOTAL
503,Arunanchal Pradesh,2020,3,791102,59485,147103673,TOTAL
504,Arunanchal Pradesh,2020,3,792103,43165,97856482.63,TOTAL
505,Arunanchal Pradesh,2020,3,790104,42704,140524891.7,TOTAL
506,Arunanchal Pradesh,2020,3,792001,40143,98429547.73,TOTAL
507,Arunanchal Pradesh,2020,3,791001,39931,105026195.7,TOTAL
508,Arunanchal Pradesh,2020,3,790116,34849,106829704,TOTAL
509,Arunanchal Pradesh,2020,3,790101,31126,106324283.8,TOTAL
510,Arunanchal Pradesh,2020,4,791110,115682,355243299.6,TOTAL
511,Arunanchal Pradesh,2020,4,791113,100879,340893583.5,TOTAL
512,Arunanchal Pradesh,2020,4,791111,96702,282834295.4,TOTAL
513,Arunanchal Pradesh,2020,4,791102,74774,202391786.3,TOTAL
514,Arunanchal Pradesh,2020,4,792103,53234,132562026.2,TOTAL
515,Arunanchal Pradesh,2020,4,791001,51950,144602124,TOTAL
516,Arunanchal Pradesh,2020,4,792001,51529,123814287.8,TOTAL
517,Arunanchal Pradesh,2020,4,790104,51050,182176489.6,TOTAL
518,Arunanchal Pradesh,2020,4,790116,40492,120719478.2,TOTAL
519,Arunanchal Pradesh,2020,4,790101,36197,118862457.9,TOTAL
520,Arunanchal Pradesh,2021,1,791113,127025,394958954.7,TOTAL
521,Arunanchal Pradesh,2021,1,791110,119184,404502103.3,TOTAL
522,Arunanchal Pradesh,2021,1,791111,89356,307014656.9,TOTAL
523,Arunanchal Pradesh,2021,1,791102,68000,211432038.7,TOTAL
524,Arunanchal Pradesh,2021,1,792103,53040,141156670.3,TOTAL
525,Arunanchal Pradesh,2021,1,791001,50407,164065117.9,TOTAL
526,Arunanchal Pradesh,2021,1,792001,48954,130623865.6,TOTAL
527,Arunanchal Pradesh,2021,1,790104,39581,151312863.2,TOTAL
528,Arunanchal Pradesh,2021,1,791109,39332,128400296.6,TOTAL
529,Arunanchal Pradesh,2021,1,790116,38205,115157748.8,TOTAL
530,Arunanchal Pradesh,2021,2,791113,170268,432196673.5,TOTAL
531,Arunanchal Pradesh,2021,2,791110,160245,449983951.2,TOTAL
532,Arunanchal Pradesh,2021,2,791111,122368,333974912.1,TOTAL
533,Arunanchal Pradesh,2021,2,791102,87524,235678147.9,TOTAL
534,Arunanchal Pradesh,2021,2,792103,76949,179343401.6,TOTAL
535,Arunanchal Pradesh,2021,2,791001,68927,214550532.1,TOTAL
536,Arunanchal Pradesh,2021,2,792001,64602,146046509.5,TOTAL
537,Arunanchal Pradesh,2021,2,790104,52742,184653080.7,TOTAL
538,Arunanchal Pradesh,2021,2,790116,52323,145624699.3,TOTAL
539,Arunanchal Pradesh,2021,2,790101,48726,157622337.2,TOTAL
540,Arunanchal Pradesh,2021,3,791113,225427,582965112.5,TOTAL
541,Arunanchal Pradesh,2021,3,791110,207417,603165812.3,TOTAL
542,Arunanchal Pradesh,2021,3,791111,153845,442067361.4,TOTAL
543,Arunanchal Pradesh,2021,3,791102,105715,296166087.8,TOTAL
544,Arunanchal Pradesh,2021,3,792103,88032,194244543,TOTAL
545,Arunanchal Pradesh,2021,3,792001,80894,180486995.1,TOTAL
546,Arunanchal Pradesh,2021,3,791001,77128,259793926,TOTAL
547,Arunanchal Pradesh,2021,3,790116,66461,197947119.6,TOTAL
548,Arunanchal Pradesh,2021,3,790104,65008,261069265.8,TOTAL
549,Arunanchal Pradesh,2021,3,790101,61516,220804392.1,TOTAL
550,Arunanchal Pradesh,2021,4,791113,279958,685093585.2,TOTAL
551,Arunanchal Pradesh,2021,4,791110,258928,718387355.2,TOTAL
552,Arunanchal Pradesh,2021,4,791111,206496,557846901.8,TOTAL
553,Arunanchal Pradesh,2021,4,791102,134017,368703032.4,TOTAL
554,Arunanchal Pradesh,2021,4,792103,115871,238038756.7,TOTAL
555,Arunanchal Pradesh,2021,4,792001,101771,220359430.8,TOTAL
556,Arunanchal Pradesh,2021,4,791001,93449,317887115.4,TOTAL
557,Arunanchal Pradesh,2021,4,791109,84621,218599005,TOTAL
558,Arunanchal Pradesh,2021,4,790116,81804,235869670,TOTAL
559,Arunanchal Pradesh,2021,4,790101,77658,269438817.2,TOTAL
560,Arunanchal Pradesh,2022,1,791113,336780,819363323.7,TOTAL
561,Arunanchal Pradesh,2022,1,791110,332485,853173424.2,TOTAL
562,Arunanchal Pradesh,2022,1,791111,262617,658150204.4,TOTAL
563,Arunanchal Pradesh,2022,1,791102,159945,417052440.3,TOTAL
564,Arunanchal Pradesh,2022,1,792103,129210,277477788.7,TOTAL
565,Arunanchal Pradesh,2022,1,792001,121068,265189556.3,TOTAL
566,Arunanchal Pradesh,2022,1,791109,111918,254266306.4,TOTAL
567,Arunanchal Pradesh,2022,1,791001,105769,364396148.4,TOTAL
568,Arunanchal Pradesh,2022,1,792110,84017,238200426.2,TOTAL
569,Arunanchal Pradesh,2022,1,790116,82546,221708919.6,TOTAL
570,Arunanchal Pradesh,2022,2,791110,449672,1063144517,TOTAL
571,Arunanchal Pradesh,2022,2,791111,365813,825171645.9,TOTAL
572,Arunanchal Pradesh,2022,2,791113,293972,636386755.6,TOTAL
573,Arunanchal Pradesh,2022,2,791102,202400,506976441.1,TOTAL
574,Arunanchal Pradesh,2022,2,792103,171123,328590057,TOTAL
575,Arunanchal Pradesh,2022,2,792001,168260,347653259.9,TOTAL
576,Arunanchal Pradesh,2022,2,791109,160963,328923537.8,TOTAL
577,Arunanchal Pradesh,2022,2,791001,138781,429415327.5,TOTAL
578,Arunanchal Pradesh,2022,2,792110,104904,274482044,TOTAL
579,Arunanchal Pradesh,2022,2,790116,104888,264639160.7,TOTAL
580,Arunanchal Pradesh,2022,3,791110,493396,989512226.2,TOTAL
581,Arunanchal Pradesh,2022,3,791111,430374,859784995.2,TOTAL
582,Arunanchal Pradesh,2022,3,791113,350164,659314612.6,TOTAL
583,Arunanchal Pradesh,2022,3,791102,223033,502704076,TOTAL
584,Arunanchal Pradesh,2022,3,792001,177984,312906039.7,TOTAL
585,Arunanchal Pradesh,2022,3,791109,171234,304861466,TOTAL
586,Arunanchal Pradesh,2022,3,792103,168900,302218714.1,TOTAL
587,Arunanchal Pradesh,2022,3,791001,156417,457311028.7,TOTAL
588,Arunanchal Pradesh,2022,3,791112,122875,208103073,TOTAL
589,Arunanchal Pradesh,2022,3,790116,119024,273945832,TOTAL
590,Arunanchal Pradesh,2022,4,791110,579246,1065690345,TOTAL
591,Arunanchal Pradesh,2022,4,791111,486688,876349333.8,TOTAL
592,Arunanchal Pradesh,2022,4,791113,386008,654736963.6,TOTAL
593,Arunanchal Pradesh,2022,4,791102,261421,545042068.7,TOTAL
594,Arunanchal Pradesh,2022,4,792103,210161,343379974.8,TOTAL
595,Arunanchal Pradesh,2022,4,792001,208541,333708831.3,TOTAL
596,Arunanchal Pradesh,2022,4,791001,204796,538239069.5,TOTAL
597,Arunanchal Pradesh,2022,4,791109,199942,337367639.3,TOTAL
598,Arunanchal Pradesh,2022,4,791112,153846,233172634.4,TOTAL
599,Arunanchal Pradesh,2022,4,791120,140090,339456055.3,TOTAL
600,Assam,2018,1,782127,36278,55685104.31,TOTAL
601,Assam,2018,1,782126,19015,29531618.72,TOTAL
602,Assam,2018,1,781010,17827,17537571.6,TOTAL
603,Assam,2018,1,781032,12544,16344758.3,TOTAL
604,Assam,2018,1,781039,12320,11675419.25,TOTAL
605,Assam,2018,1,781022,11160,21394161.56,TOTAL
606,Assam,2018,1,781001,10964,14211878.22,TOTAL
607,Assam,2018,1,781005,9017,11227244.31,TOTAL
608,Assam,2018,1,781038,8676,13458100.48,TOTAL
609,Assam,2018,1,782123,8395,9021445.995,TOTAL
610,Assam,2018,2,782127,48384,116170095.7,TOTAL
611,Assam,2018,2,781010,28765,34543064.76,TOTAL
612,Assam,2018,2,781032,23020,37069985.81,TOTAL
613,Assam,2018,2,782126,21573,43770461.53,TOTAL
614,Assam,2018,2,781022,18670,42156397.49,TOTAL
615,Assam,2018,2,781001,16484,28303495.14,TOTAL
616,Assam,2018,2,781039,16265,16302454.69,TOTAL
617,Assam,2018,2,781038,14557,27844594.36,TOTAL
618,Assam,2018,2,781308,13501,14412327.17,TOTAL
619,Assam,2018,2,782123,13067,12434331.74,TOTAL
620,Assam,2018,3,781010,53744,63112506.38,TOTAL
621,Assam,2018,3,782127,34599,82030505.13,TOTAL
622,Assam,2018,3,781032,33634,64706017.2,TOTAL
623,Assam,2018,3,781022,28483,65165029.43,TOTAL
624,Assam,2018,3,781001,23772,46640754.81,TOTAL
625,Assam,2018,3,781039,23417,24795434.49,TOTAL
626,Assam,2018,3,781038,20581,41002558.83,TOTAL
627,Assam,2018,3,783380,20313,31377434.88,TOTAL
628,Assam,2018,3,781308,20256,36590779.64,TOTAL
629,Assam,2018,3,781136,20134,24505351.77,TOTAL
630,Assam,2018,4,782123,191097,40365958.68,TOTAL
631,Assam,2018,4,782127,59167,55990370.03,TOTAL
632,Assam,2018,4,781032,51149,98762225.01,TOTAL
633,Assam,2018,4,782003,48402,33450786.82,TOTAL
634,Assam,2018,4,781022,44539,104401373.3,TOTAL
635,Assam,2018,4,781010,43288,77616354.1,TOTAL
636,Assam,2018,4,782126,38675,31863173.32,TOTAL
637,Assam,2018,4,781001,35778,72836714.44,TOTAL
638,Assam,2018,4,781319,34279,45240498.1,TOTAL
639,Assam,2018,4,781038,31676,62489723.75,TOTAL
640,Assam,2019,1,781010,503839,1078124662,TOTAL
641,Assam,2019,1,781032,62258,120121843.4,TOTAL
642,Assam,2019,1,781039,57692,41044662.98,TOTAL
643,Assam,2019,1,781022,55124,119978294.6,TOTAL
644,Assam,2019,1,782123,46667,41897236.73,TOTAL
645,Assam,2019,1,781001,43515,89813448.44,TOTAL
646,Assam,2019,1,782127,42671,51768766.27,TOTAL
647,Assam,2019,1,781136,42533,61584131.18,TOTAL
648,Assam,2019,1,781038,39406,76359941.51,TOTAL
649,Assam,2019,1,781314,32414,45265938.03,TOTAL
650,Assam,2019,2,781010,1651072,3400967171,TOTAL
651,Assam,2019,2,781032,67144,136158592.9,TOTAL
652,Assam,2019,2,781039,61117,41121611.01,TOTAL
653,Assam,2019,2,781022,56840,133563591.3,TOTAL
654,Assam,2019,2,781001,45316,99439900.43,TOTAL
655,Assam,2019,2,781038,40783,85345393.69,TOTAL
656,Assam,2019,2,781011,35256,71372278.77,TOTAL
657,Assam,2019,2,781028,35051,88623379.49,TOTAL
658,Assam,2019,2,781019,34614,71776708.63,TOTAL
659,Assam,2019,2,785001,34411,68114448.05,TOTAL
660,Assam,2019,3,781010,1013793,3958005279,TOTAL
661,Assam,2019,3,781032,94854,170916941,TOTAL
662,Assam,2019,3,781022,79856,158778818.6,TOTAL
663,Assam,2019,3,781039,76010,53729190.61,TOTAL
664,Assam,2019,3,781001,62282,124589790,TOTAL
665,Assam,2019,3,781038,58487,113539110,TOTAL
666,Assam,2019,3,781019,51280,92682137.47,TOTAL
667,Assam,2019,3,781011,49702,92674425.57,TOTAL
668,Assam,2019,3,781028,49020,109565259.7,TOTAL
669,Assam,2019,3,781005,48872,88506490.97,TOTAL
670,Assam,2019,4,781010,1082582,4255353965,TOTAL
671,Assam,2019,4,781009,168681,609655507.2,TOTAL
672,Assam,2019,4,781032,100676,185406119.7,TOTAL
673,Assam,2019,4,781039,93370,61392432.94,TOTAL
674,Assam,2019,4,781022,87774,183566068.8,TOTAL
675,Assam,2019,4,781001,68636,147064092.2,TOTAL
676,Assam,2019,4,781038,64729,129171976.3,TOTAL
677,Assam,2019,4,781011,55522,108944084.3,TOTAL
678,Assam,2019,4,781028,54001,122295825.2,TOTAL
679,Assam,2019,4,781019,53185,96803120.01,TOTAL
680,Assam,2020,1,781009,1780036,7174086431,TOTAL
681,Assam,2020,1,781032,118710,214331822.8,TOTAL
682,Assam,2020,1,781039,112344,71576592.16,TOTAL
683,Assam,2020,1,781022,107942,230073726.5,TOTAL
684,Assam,2020,1,781001,79047,168980460.3,TOTAL
685,Assam,2020,1,781038,77757,151759510.6,TOTAL
686,Assam,2020,1,781028,67504,156019307,TOTAL
687,Assam,2020,1,781011,66187,133654758.6,TOTAL
688,Assam,2020,1,781019,62192,112929794.9,TOTAL
689,Assam,2020,1,781005,57925,113264666.4,TOTAL
690,Assam,2020,2,781009,1192185,4778567764,TOTAL
691,Assam,2020,2,781032,98935,166763954.4,TOTAL
692,Assam,2020,2,781022,89467,179401031.8,TOTAL
693,Assam,2020,2,783380,73336,119626131.8,TOTAL
694,Assam,2020,2,781038,71811,123805864.7,TOTAL
695,Assam,2020,2,781028,64789,139873983,TOTAL
696,Assam,2020,2,781011,63697,111255037.1,TOTAL
697,Assam,2020,2,786001,60266,116013366.5,TOTAL
698,Assam,2020,2,782435,59364,95325866.33,TOTAL
699,Assam,2020,2,781001,59124,122990395.1,TOTAL
700,Assam,2020,3,781009,2659242,10013749463,TOTAL
701,Assam,2020,3,781032,118055,232420643.5,TOTAL
702,Assam,2020,3,786001,116668,338398316.2,TOTAL
703,Assam,2020,3,781022,112568,249091248.4,TOTAL
704,Assam,2020,3,781038,88704,179615224.3,TOTAL
705,Assam,2020,3,783380,80101,178370369.6,TOTAL
706,Assam,2020,3,781028,79450,195889630.8,TOTAL
707,Assam,2020,3,781001,74329,171892777.9,TOTAL
708,Assam,2020,3,781011,72486,143646695.2,TOTAL
709,Assam,2020,3,781012,69823,156945730.9,TOTAL
710,Assam,2020,4,781009,2706533,10280991607,TOTAL
711,Assam,2020,4,781032,208338,423133158,TOTAL
712,Assam,2020,4,781022,191909,448388467.1,TOTAL
713,Assam,2020,4,781001,146326,361729899.3,TOTAL
714,Assam,2020,4,781038,141467,305286931.9,TOTAL
715,Assam,2020,4,786001,136686,399891954.2,TOTAL
716,Assam,2020,4,781028,124055,335253852.5,TOTAL
717,Assam,2020,4,781011,115652,275380158,TOTAL
718,Assam,2020,4,781019,109902,224541694,TOTAL
719,Assam,2020,4,781005,107715,228190617.3,TOTAL
720,Assam,2021,1,781009,6524270,17428233385,TOTAL
721,Assam,2021,1,786001,223886,596404833.4,TOTAL
722,Assam,2021,1,781022,220209,532676696.4,TOTAL
723,Assam,2021,1,781032,219173,454425488.5,TOTAL
724,Assam,2021,1,781001,164447,415951266.1,TOTAL
725,Assam,2021,1,781038,147267,339125036.7,TOTAL
726,Assam,2021,1,781028,134378,379837463.6,TOTAL
727,Assam,2021,1,781039,121609,125229899.4,TOTAL
728,Assam,2021,1,781011,118996,298364755,TOTAL
729,Assam,2021,1,781019,115698,244218722.5,TOTAL
730,Assam,2021,2,781009,9152474,20665273163,TOTAL
731,Assam,2021,2,786001,301912,712393100.1,TOTAL
732,Assam,2021,2,781032,214544,426648785.4,TOTAL
733,Assam,2021,2,781022,210224,485126089.3,TOTAL
734,Assam,2021,2,781038,156202,329131794.6,TOTAL
735,Assam,2021,2,781028,141496,376162457.4,TOTAL
736,Assam,2021,2,781319,141071,380180308.1,TOTAL
737,Assam,2021,2,781001,140945,344252530.6,TOTAL
738,Assam,2021,2,783330,140014,436650824.7,TOTAL
739,Assam,2021,2,781039,138550,131928199,TOTAL
740,Assam,2021,3,781009,12729978,27464031964,TOTAL
741,Assam,2021,3,786001,427258,967975521.6,TOTAL
742,Assam,2021,3,781032,317420,611161689.3,TOTAL
743,Assam,2021,3,781022,306809,640424297.5,TOTAL
744,Assam,2021,3,781038,228604,464233898.5,TOTAL
745,Assam,2021,3,781001,214826,510386365.5,TOTAL
746,Assam,2021,3,781028,202529,500653116.3,TOTAL
747,Assam,2021,3,781011,185134,430608616,TOTAL
748,Assam,2021,3,781316,184851,502029448.6,TOTAL
749,Assam,2021,3,781319,181532,432011296.6,TOTAL
750,Assam,2021,4,781009,16779607,36391151861,TOTAL
751,Assam,2021,4,786001,589421,1306149293,TOTAL
752,Assam,2021,4,781032,478852,833712155.1,TOTAL
753,Assam,2021,4,781022,476771,875944174.2,TOTAL
754,Assam,2021,4,781001,350899,765800172.3,TOTAL
755,Assam,2021,4,781038,326950,624753356.4,TOTAL
756,Assam,2021,4,781028,293043,655881497.7,TOTAL
757,Assam,2021,4,781316,285464,789572479.1,TOTAL
758,Assam,2021,4,781319,279718,685350696.7,TOTAL
759,Assam,2021,4,781019,258000,438702563.6,TOTAL
760,Assam,2022,1,781009,21143287,46189827358,TOTAL
761,Assam,2022,1,786001,737669,1585322412,TOTAL
762,Assam,2022,1,781022,642641,1105531337,TOTAL
763,Assam,2022,1,781032,607413,955576175.5,TOTAL
764,Assam,2022,1,781001,441260,881518668.7,TOTAL
765,Assam,2022,1,781038,429897,775937821.4,TOTAL
766,Assam,2022,1,781028,382727,817368217.4,TOTAL
767,Assam,2022,1,781319,368895,924024506.3,TOTAL
768,Assam,2022,1,781316,362610,1037947224,TOTAL
769,Assam,2022,1,781005,328830,517855589.4,TOTAL
770,Assam,2022,2,781009,27909097,54262481044,TOTAL
771,Assam,2022,2,786001,1010236,1941254752,TOTAL
772,Assam,2022,2,781022,811780,1259138762,TOTAL
773,Assam,2022,2,781032,753818,1091880235,TOTAL
774,Assam,2022,2,781001,557255,1059437472,TOTAL
775,Assam,2022,2,781038,548977,903984431.7,TOTAL
776,Assam,2022,2,781319,492658,1098052924,TOTAL
777,Assam,2022,2,781316,486936,1132618347,TOTAL
