,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
10792,Sikkim,2019,1,south district,47506,76869333.72,TOTAL
10793,Sikkim,2019,1,west district,21489,46329216.02,TOTAL
10794,Sikkim,2019,1,east district,155482,291845618,TOTAL
10795,Sikkim,2019,1,north district,15810,42949466.66,TOTAL
10796,Sikkim,2019,2,south district,45712,82937894.82,TOTAL
10797,Sikkim,2019,2,west district,26024,63325567.84,TOTAL
10798,Sikkim,2019,2,east district,297652,538259507.8,TOTAL
10799,Sikkim,2019,2,north district,18856,54371272.97,TOTAL
10800,Sikkim,2019,3,south district,61142,106415589.3,TOTAL
10801,Sikkim,2019,3,west district,33550,66514136.58,TOTAL
10802,Sikkim,2019,3,east district,429201,643298304.7,TOTAL
10803,Sikkim,2019,3,north district,28543,68488417.92,TOTAL
10804,Sikkim,2019,4,south district,73099,121803196.1,TOTAL
10805,Sikkim,2019,4,west district,43955,92445262.77,TOTAL
10806,Sikkim,2019,4,east district,616761,877636921.2,TOTAL
10807,Sikkim,2019,4,north district,33255,84624221.59,TOTAL
10808,Sikkim,2020,1,south district,82456,138401236.4,TOTAL
10809,Sikkim,2020,1,west district,49913,100981561.5,TOTAL
10810,Sikkim,2020,1,east district,360279,729478141.6,TOTAL
10811,Sikkim,2020,1,north district,35470,84615332.46,TOTAL
10812,Sikkim,2020,2,south district,95669,152837659.2,TOTAL
10813,Sikkim,2020,2,west district,69860,121265798.7,TOTAL
10814,Sikkim,2020,2,east district,304581,653853477.5,TOTAL
10815,Sikkim,2020,2,north district,47621,126661852.9,TOTAL
10816,Sikkim,2020,3,south district,104888,202497013.7,TOTAL
10817,Sikkim,2020,3,west district,79994,165556236.4,TOTAL
10818,Sikkim,2020,3,east district,353881,869648385.4,TOTAL
10819,Sikkim,2020,3,north district,57672,163225093.1,TOTAL
10820,Sikkim,2020,4,south district,130339,292804584.2,TOTAL
10821,Sikkim,2020,4,west district,95163,245657098.1,TOTAL
10822,Sikkim,2020,4,east district,428732,1129627876,TOTAL
10823,Sikkim,2020,4,north district,80801,251186246.6,TOTAL
10824,Sikkim,2021,1,south district,127233,310128541.2,TOTAL
10825,Sikkim,2021,1,west district,88532,254432217.5,TOTAL
10826,Sikkim,2021,1,east district,516158,1432658383,TOTAL
10827,Sikkim,2021,1,north district,68266,220448585,TOTAL
10828,Sikkim,2021,2,south district,157530,344012187.2,TOTAL
10829,Sikkim,2021,2,west district,102322,248942844.2,TOTAL
10830,Sikkim,2021,2,east district,635504,1575867391,TOTAL
10831,Sikkim,2021,2,north district,81358,256077157.4,TOTAL
10832,Sikkim,2021,3,south district,188063,416609481.7,TOTAL
10833,Sikkim,2021,3,west district,116665,312940476.2,TOTAL
10834,Sikkim,2021,3,east district,757493,1937906269,TOTAL
10835,Sikkim,2021,3,north district,98373,321880637,TOTAL
10836,Sikkim,2021,4,south district,238464,546711693.5,TOTAL
10837,Sikkim,2021,4,west district,146397,436365769.1,TOTAL
10838,Sikkim,2021,4,east district,1071092,2791933180,TOTAL
10839,Sikkim,2021,4,north district,128392,421772618.6,TOTAL
10840,Sikkim,2022,1,south district,281076,619438912.4,TOTAL
10841,Sikkim,2022,1,west district,165446,468296204.3,TOTAL
10842,Sikkim,2022,1,east district,1173942,2887894589,TOTAL
10843,Sikkim,2022,1,north district,123838,391801570.5,TOTAL
10844,Sikkim,2022,2,south district,391808,756330708.2,TOTAL
10845,Sikkim,2022,2,west district,215921,578171483.9,TOTAL
10846,Sikkim,2022,2,east district,1540255,3736097006,TOTAL
10847,Sikkim,2022,2,north district,174097,540506472.7,TOTAL
10848,Sikkim,2022,3,south district,406488,760409362.3,TOTAL
10849,Sikkim,2022,3,west district,204845,503543689.9,TOTAL
10850,Sikkim,2022,3,east district,1604446,3375012613,TOTAL
10851,Sikkim,2022,3,north district,180979,523914878.6,TOTAL
10852,Sikkim,2022,4,south district,410951,731151545.3,TOTAL
10853,Sikkim,2022,4,west district,222875,569473212.2,TOTAL
10854,Sikkim,2022,4,east district,2227237,4615052808,TOTAL
10855,Sikkim,2022,4,north district,197276,542707823.8,TOTAL
10856,Tamil Nadu,2018,1,tiruchirappalli district,149186,262528157.2,TOTAL
10857,Tamil Nadu,2018,1,ramanathapuram district,24581,45696810.24,TOTAL
10858,Tamil Nadu,2018,1,krishnagiri district,153618,253907426.2,TOTAL
10859,Tamil Nadu,2018,1,cuddalore district,89956,139521484.6,TOTAL
10860,Tamil Nadu,2018,1,kancheepuram district,308279,538409899,TOTAL
10861,Tamil Nadu,2018,1,tiruppur district,239740,423271979.7,TOTAL
10862,Tamil Nadu,2018,1,dharmapuri district,63975,104176495.5,TOTAL
10863,Tamil Nadu,2018,1,thoothukkudi district,37172,55782894.98,TOTAL
10864,Tamil Nadu,2018,1,thanjavur district,88574,145796314.2,TOTAL
10865,Tamil Nadu,2018,1,madurai district,129858,232151304.3,TOTAL
10866,Tamil Nadu,2018,1,tiruvannamalai district,72372,91216191.6,TOTAL
10867,Tamil Nadu,2018,1,salem district,219916,375963971.7,TOTAL
10868,Tamil Nadu,2018,1,nagapattinam district,25394,46160213.43,TOTAL
10869,Tamil Nadu,2018,1,tirupathur district,38799,56805034.73,TOTAL
10870,Tamil Nadu,2018,1,ariyalur district,16068,28339477.99,TOTAL
10871,Tamil Nadu,2018,1,chennai district,2656230,4281137763,TOTAL
10872,Tamil Nadu,2018,1,the nilgiris district,29334,55552425.9,TOTAL
10873,Tamil Nadu,2018,1,erode district,114560,198072372.8,TOTAL
10874,Tamil Nadu,2018,1,karur district,42198,76141519.73,TOTAL
10875,Tamil Nadu,2018,1,kallakkurichi district,32666,53643331.73,TOTAL
10876,Tamil Nadu,2018,1,viluppuram district,59239,96341148.2,TOTAL
10877,Tamil Nadu,2018,1,pudukkottai district,35973,65083487.93,TOTAL
10878,Tamil Nadu,2018,1,perambalur district,13293,19364164.45,TOTAL
10879,Tamil Nadu,2018,1,coimbatore district,533919,913824434.6,TOTAL
10880,Tamil Nadu,2018,1,virudhunagar district,40154,64399880.89,TOTAL
10881,Tamil Nadu,2018,1,dindigul district,65863,118771377.4,TOTAL
10882,Tamil Nadu,2018,1,sivaganga district,34130,63944318.44,TOTAL
10883,Tamil Nadu,2018,1,tenkasi district,24822,39439630.86,TOTAL
10884,Tamil Nadu,2018,1,chengalpattu district,569483,1030187165,TOTAL
10885,Tamil Nadu,2018,1,kanniyakumari district,44474,72304912.26,TOTAL
10886,Tamil Nadu,2018,1,tirunelveli district,50976,96759984.02,TOTAL
10887,Tamil Nadu,2018,1,thiruvallur district,413340,730210413.7,TOTAL
10888,Tamil Nadu,2018,1,theni district,33275,54074355.48,TOTAL
10889,Tamil Nadu,2018,1,ranipet district,50346,68782429.03,TOTAL
10890,Tamil Nadu,2018,1,namakkal district,99497,178022610.2,TOTAL
10891,Tamil Nadu,2018,1,vellore district,104902,153394007.9,TOTAL
10892,Tamil Nadu,2018,1,thiruvarur district,20460,32378308.92,TOTAL
10893,Tamil Nadu,2018,2,tiruchirappalli district,245903,507249777.4,TOTAL
10894,Tamil Nadu,2018,2,ramanathapuram district,41164,95315460.37,TOTAL
10895,Tamil Nadu,2018,2,krishnagiri district,240421,518922355.2,TOTAL
10896,Tamil Nadu,2018,2,cuddalore district,135570,254106751.9,TOTAL
10897,Tamil Nadu,2018,2,kancheepuram district,460276,926687779.5,TOTAL
10898,Tamil Nadu,2018,2,tiruppur district,391330,829169121.1,TOTAL
10899,Tamil Nadu,2018,2,dharmapuri district,98177,198033255.2,TOTAL
10900,Tamil Nadu,2018,2,thoothukkudi district,59562,110287285,TOTAL
10901,Tamil Nadu,2018,2,thanjavur district,124870,260046384.1,TOTAL
10902,Tamil Nadu,2018,2,madurai district,213788,460415565.2,TOTAL
10903,Tamil Nadu,2018,2,tiruvannamalai district,103318,171723407.4,TOTAL
10904,Tamil Nadu,2018,2,salem district,333175,709542959.2,TOTAL
10905,Tamil Nadu,2018,2,nagapattinam district,41103,86466039.59,TOTAL
10906,Tamil Nadu,2018,2,tirupathur district,58068,115249602.3,TOTAL
10907,Tamil Nadu,2018,2,ariyalur district,26224,55081294.95,TOTAL
10908,Tamil Nadu,2018,2,chennai district,3719593,7305357441,TOTAL
10909,Tamil Nadu,2018,2,the nilgiris district,55793,110994324.6,TOTAL
10910,Tamil Nadu,2018,2,erode district,175257,367928461.7,TOTAL
10911,Tamil Nadu,2018,2,karur district,66337,137504455.9,TOTAL
10912,Tamil Nadu,2018,2,kallakkurichi district,52388,103911012.3,TOTAL
10913,Tamil Nadu,2018,2,viluppuram district,90084,170473508.7,TOTAL
10914,Tamil Nadu,2018,2,pudukkottai district,58403,120759489.8,TOTAL
10915,Tamil Nadu,2018,2,perambalur district,20977,37294395.57,TOTAL
10916,Tamil Nadu,2018,2,coimbatore district,871802,1722112067,TOTAL
10917,Tamil Nadu,2018,2,virudhunagar district,65145,129048297.7,TOTAL
10918,Tamil Nadu,2018,2,dindigul district,115319,243396384,TOTAL
10919,Tamil Nadu,2018,2,sivaganga district,55874,121656962.2,TOTAL
10920,Tamil Nadu,2018,2,tenkasi district,44391,87372014.16,TOTAL
10921,Tamil Nadu,2018,2,chengalpattu district,829689,1681243537,TOTAL
10922,Tamil Nadu,2018,2,kanniyakumari district,72489,140282942.1,TOTAL
10923,Tamil Nadu,2018,2,tirunelveli district,78667,174732671.1,TOTAL
10924,Tamil Nadu,2018,2,thiruvallur district,615860,1281039199,TOTAL
10925,Tamil Nadu,2018,2,theni district,51064,112377995.9,TOTAL
10926,Tamil Nadu,2018,2,ranipet district,71093,136204501.1,TOTAL
10927,Tamil Nadu,2018,2,namakkal district,145248,321879410,TOTAL
10928,Tamil Nadu,2018,2,vellore district,130871,264336044.7,TOTAL
10929,Tamil Nadu,2018,2,thiruvarur district,32835,57642123.09,TOTAL
10930,Tamil Nadu,2018,3,tiruchirappalli district,342744,723073924.7,TOTAL
10931,Tamil Nadu,2018,3,ramanathapuram district,60779,131442381.6,TOTAL
10932,Tamil Nadu,2018,3,krishnagiri district,421247,853575950.9,TOTAL
10933,Tamil Nadu,2018,3,cuddalore district,187987,378478273.9,TOTAL
10934,Tamil Nadu,2018,3,kancheepuram district,766192,1416878619,TOTAL
10935,Tamil Nadu,2018,3,tiruppur district,583538,1259741718,TOTAL
10936,Tamil Nadu,2018,3,dharmapuri district,147916,329348880.6,TOTAL
10937,Tamil Nadu,2018,3,thoothukkudi district,89821,169828310.3,TOTAL
10938,Tamil Nadu,2018,3,thanjavur district,278585,420498499.7,TOTAL
10939,Tamil Nadu,2018,3,madurai district,322515,702347696.9,TOTAL
10940,Tamil Nadu,2018,3,tiruvannamalai district,147281,281481591.6,TOTAL
10941,Tamil Nadu,2018,3,salem district,484460,980781000.4,TOTAL
10942,Tamil Nadu,2018,3,nagapattinam district,62869,130013330.1,TOTAL
10943,Tamil Nadu,2018,3,tirupathur district,81720,169304781.6,TOTAL
10944,Tamil Nadu,2018,3,ariyalur district,38743,96680828.68,TOTAL
10945,Tamil Nadu,2018,3,chennai district,5887343,10122319547,TOTAL
10946,Tamil Nadu,2018,3,the nilgiris district,103580,182889097.7,TOTAL
10947,Tamil Nadu,2018,3,erode district,266272,545919227.8,TOTAL
10948,Tamil Nadu,2018,3,karur district,96467,215593652.7,TOTAL
10949,Tamil Nadu,2018,3,kallakkurichi district,74082,159528291.1,TOTAL
10950,Tamil Nadu,2018,3,viluppuram district,131381,258888256.9,TOTAL
10951,Tamil Nadu,2018,3,pudukkottai district,88258,194004461.9,TOTAL
10952,Tamil Nadu,2018,3,perambalur district,30141,63352508.74,TOTAL
10953,Tamil Nadu,2018,3,coimbatore district,1469560,2559173878,TOTAL
10954,Tamil Nadu,2018,3,virudhunagar district,93460,204113703.5,TOTAL
10955,Tamil Nadu,2018,3,dindigul district,169183,369315588,TOTAL
10956,Tamil Nadu,2018,3,sivaganga district,83843,201469521.9,TOTAL
10957,Tamil Nadu,2018,3,tenkasi district,79752,137939888.6,TOTAL
10958,Tamil Nadu,2018,3,chengalpattu district,1337462,2362109206,TOTAL
10959,Tamil Nadu,2018,3,kanniyakumari district,98676,207727735,TOTAL
10960,Tamil Nadu,2018,3,tirunelveli district,129280,265496869.8,TOTAL
10961,Tamil Nadu,2018,3,thiruvallur district,957503,1926378415,TOTAL
10962,Tamil Nadu,2018,3,theni district,74842,164986425,TOTAL
10963,Tamil Nadu,2018,3,ranipet district,104100,201826720.7,TOTAL
10964,Tamil Nadu,2018,3,namakkal district,226575,464581650.1,TOTAL
10965,Tamil Nadu,2018,3,vellore district,209932,386936905.9,TOTAL
10966,Tamil Nadu,2018,3,thiruvarur district,45989,92064901.76,TOTAL
10967,Tamil Nadu,2018,4,tiruchirappalli district,521026,1117403133,TOTAL
10968,Tamil Nadu,2018,4,ramanathapuram district,90608,207229163.6,TOTAL
10969,Tamil Nadu,2018,4,krishnagiri district,593519,1260396240,TOTAL
10970,Tamil Nadu,2018,4,cuddalore district,294247,572315407.4,TOTAL
10971,Tamil Nadu,2018,4,kancheepuram district,1161731,2100098548,TOTAL
10972,Tamil Nadu,2018,4,tiruppur district,811860,1780229998,TOTAL
10973,Tamil Nadu,2018,4,dharmapuri district,247249,536806090.4,TOTAL
10974,Tamil Nadu,2018,4,thoothukkudi district,141155,272818735,TOTAL
10975,Tamil Nadu,2018,4,thanjavur district,278646,542255739.7,TOTAL
10976,Tamil Nadu,2018,4,madurai district,474612,1067216903,TOTAL
10977,Tamil Nadu,2018,4,tiruvannamalai district,242571,468651175.4,TOTAL
10978,Tamil Nadu,2018,4,salem district,696312,1471377592,TOTAL
10979,Tamil Nadu,2018,4,nagapattinam district,96224,186021593,TOTAL
10980,Tamil Nadu,2018,4,tirupathur district,143871,291583053.7,TOTAL
10981,Tamil Nadu,2018,4,ariyalur district,62904,129214698.2,TOTAL
10982,Tamil Nadu,2018,4,chennai district,8007699,14632395111,TOTAL
10983,Tamil Nadu,2018,4,the nilgiris district,134481,283004973.1,TOTAL
10984,Tamil Nadu,2018,4,erode district,386966,835595470.3,TOTAL
10985,Tamil Nadu,2018,4,karur district,146709,306020888.9,TOTAL
10986,Tamil Nadu,2018,4,kallakkurichi district,126126,268522823.9,TOTAL
10987,Tamil Nadu,2018,4,viluppuram district,214391,408880677.5,TOTAL
10988,Tamil Nadu,2018,4,pudukkottai district,138821,301769878.3,TOTAL
10989,Tamil Nadu,2018,4,perambalur district,50639,104392907.1,TOTAL
10990,Tamil Nadu,2018,4,coimbatore district,1902305,3656789906,TOTAL
10991,Tamil Nadu,2018,4,virudhunagar district,157442,327805716.2,TOTAL
10992,Tamil Nadu,2018,4,dindigul district,243534,559786657.2,TOTAL
10993,Tamil Nadu,2018,4,sivaganga district,128594,293589030.6,TOTAL
10994,Tamil Nadu,2018,4,tenkasi district,106431,205216635.3,TOTAL
10995,Tamil Nadu,2018,4,chengalpattu district,1974233,3371036661,TOTAL
10996,Tamil Nadu,2018,4,kanniyakumari district,151693,344942162.5,TOTAL
10997,Tamil Nadu,2018,4,tirunelveli district,167911,383033218.9,TOTAL
10998,Tamil Nadu,2018,4,thiruvallur district,1578958,2979682371,TOTAL
10999,Tamil Nadu,2018,4,theni district,113542,276985851.7,TOTAL
11000,Tamil Nadu,2018,4,ranipet district,185758,354380535.5,TOTAL
11001,Tamil Nadu,2018,4,namakkal district,297669,682145913.4,TOTAL
11002,Tamil Nadu,2018,4,vellore district,311703,577960235.5,TOTAL
11003,Tamil Nadu,2018,4,thiruvarur district,75304,144518281.7,TOTAL
11004,Tamil Nadu,2019,1,tiruchirappalli district,739515,1460934060,TOTAL
11005,Tamil Nadu,2019,1,ramanathapuram district,117510,261212990.6,TOTAL
11006,Tamil Nadu,2019,1,krishnagiri district,848874,1549327562,TOTAL
11007,Tamil Nadu,2019,1,cuddalore district,371882,699951874.5,TOTAL
11008,Tamil Nadu,2019,1,kancheepuram district,1732340,2735468905,TOTAL
11009,Tamil Nadu,2019,1,tiruppur district,1078231,2186722074,TOTAL
11010,Tamil Nadu,2019,1,dharmapuri district,331500,668652808.1,TOTAL
11011,Tamil Nadu,2019,1,thoothukkudi district,180015,359895560.1,TOTAL
11012,Tamil Nadu,2019,1,thanjavur district,405498,669639246,TOTAL
11013,Tamil Nadu,2019,1,madurai district,662080,1386372055,TOTAL
11014,Tamil Nadu,2019,1,tiruvannamalai district,335517,587600686.2,TOTAL
11015,Tamil Nadu,2019,1,salem district,949562,1916555035,TOTAL
11016,Tamil Nadu,2019,1,nagapattinam district,124400,244377942.7,TOTAL
11017,Tamil Nadu,2019,1,tirupathur district,202883,385038982.6,TOTAL
11018,Tamil Nadu,2019,1,ariyalur district,73816,152352863.7,TOTAL
11019,Tamil Nadu,2019,1,chennai district,11642449,18810971715,TOTAL
11020,Tamil Nadu,2019,1,the nilgiris district,158492,309832942.6,TOTAL
11021,Tamil Nadu,2019,1,erode district,530256,1057858608,TOTAL
11022,Tamil Nadu,2019,1,karur district,185137,377068327,TOTAL
11023,Tamil Nadu,2019,1,kallakkurichi district,156496,337609667.7,TOTAL
11024,Tamil Nadu,2019,1,viluppuram district,286859,514030368.8,TOTAL
11025,Tamil Nadu,2019,1,pudukkottai district,184227,348619009.3,TOTAL
11026,Tamil Nadu,2019,1,perambalur district,67010,140622320.2,TOTAL
11027,Tamil Nadu,2019,1,coimbatore district,2709665,5072064994,TOTAL
11028,Tamil Nadu,2019,1,virudhunagar district,222473,434593501.1,TOTAL
11029,Tamil Nadu,2019,1,dindigul district,296645,653290732.4,TOTAL
11030,Tamil Nadu,2019,1,sivaganga district,159965,364945762.5,TOTAL
11031,Tamil Nadu,2019,1,tenkasi district,126012,235423158.4,TOTAL
11032,Tamil Nadu,2019,1,chengalpattu district,3285713,4918695631,TOTAL
11033,Tamil Nadu,2019,1,kanniyakumari district,181053,403789101.7,TOTAL
11034,Tamil Nadu,2019,1,tirunelveli district,206676,446437663,TOTAL
11035,Tamil Nadu,2019,1,thiruvallur district,2305713,3957616692,TOTAL
11036,Tamil Nadu,2019,1,theni district,141271,316272934.6,TOTAL
11037,Tamil Nadu,2019,1,ranipet district,275147,468967113.4,TOTAL
11038,Tamil Nadu,2019,1,namakkal district,381248,779612379.6,TOTAL
11039,Tamil Nadu,2019,1,vellore district,521653,796074971.7,TOTAL
11040,Tamil Nadu,2019,1,thiruvarur district,97262,195536577.8,TOTAL
11041,Tamil Nadu,2019,2,tiruchirappalli district,776306,1748258486,TOTAL
11042,Tamil Nadu,2019,2,ramanathapuram district,123783,296811295.9,TOTAL
11043,Tamil Nadu,2019,2,krishnagiri district,663016,1504554590,TOTAL
11044,Tamil Nadu,2019,2,cuddalore district,338724,724326506.7,TOTAL
11045,Tamil Nadu,2019,2,kancheepuram district,1656532,2936409444,TOTAL
11046,Tamil Nadu,2019,2,tiruppur district,1179119,2631888253,TOTAL
11047,Tamil Nadu,2019,2,dharmapuri district,323447,750439298.5,TOTAL
11048,Tamil Nadu,2019,2,thoothukkudi district,185632,412772487.7,TOTAL
11049,Tamil Nadu,2019,2,thanjavur district,339651,680121355.5,TOTAL
11050,Tamil Nadu,2019,2,madurai district,741073,1703311128,TOTAL
11051,Tamil Nadu,2019,2,tiruvannamalai district,321071,651936392.5,TOTAL
11052,Tamil Nadu,2019,2,salem district,1018100,2340941776,TOTAL
11053,Tamil Nadu,2019,2,nagapattinam district,134853,288878413.1,TOTAL
11054,Tamil Nadu,2019,2,tirupathur district,206045,439049538,TOTAL
11055,Tamil Nadu,2019,2,ariyalur district,78382,182726352.9,TOTAL
11056,Tamil Nadu,2019,2,chennai district,10577435,20366477248,TOTAL
11057,Tamil Nadu,2019,2,the nilgiris district,137469,343730237.8,TOTAL
11058,Tamil Nadu,2019,2,erode district,618730,1395266699,TOTAL
11059,Tamil Nadu,2019,2,karur district,179180,416267818.2,TOTAL
11060,Tamil Nadu,2019,2,kallakkurichi district,166891,378429511.9,TOTAL
11061,Tamil Nadu,2019,2,viluppuram district,277403,576610926.2,TOTAL
11062,Tamil Nadu,2019,2,pudukkottai district,142843,321121330.5,TOTAL
11063,Tamil Nadu,2019,2,perambalur district,71612,161197712.6,TOTAL
11064,Tamil Nadu,2019,2,coimbatore district,3191687,7063644440,TOTAL
11065,Tamil Nadu,2019,2,virudhunagar district,214026,465084869.4,TOTAL
11066,Tamil Nadu,2019,2,dindigul district,288758,696936336.8,TOTAL
11067,Tamil Nadu,2019,2,sivaganga district,152693,372992810.1,TOTAL
11068,Tamil Nadu,2019,2,tenkasi district,110318,247940691.3,TOTAL
11069,Tamil Nadu,2019,2,chengalpattu district,3719692,5655296089,TOTAL
11070,Tamil Nadu,2019,2,kanniyakumari district,207995,466208102.1,TOTAL
11071,Tamil Nadu,2019,2,tirunelveli district,198144,472709052.3,TOTAL
11072,Tamil Nadu,2019,2,thiruvallur district,2486358,4674408138,TOTAL
11073,Tamil Nadu,2019,2,theni district,141459,356493376.3,TOTAL
11074,Tamil Nadu,2019,2,ranipet district,252482,511118431.9,TOTAL
11075,Tamil Nadu,2019,2,namakkal district,329353,809609337.9,TOTAL
11076,Tamil Nadu,2019,2,vellore district,527517,961718767.4,TOTAL
11077,Tamil Nadu,2019,2,thiruvarur district,93958,201988781.3,TOTAL
11078,Tamil Nadu,2019,3,tiruchirappalli district,1028271,2283457399,TOTAL
11079,Tamil Nadu,2019,3,ramanathapuram district,164056,364511483.8,TOTAL
11080,Tamil Nadu,2019,3,krishnagiri district,906439,1897364249,TOTAL
11081,Tamil Nadu,2019,3,cuddalore district,429418,854430041.5,TOTAL
11082,Tamil Nadu,2019,3,kancheepuram district,2374121,3749463856,TOTAL
11083,Tamil Nadu,2019,3,tiruppur district,1583318,3459384834,TOTAL
11084,Tamil Nadu,2019,3,dharmapuri district,404500,892434523.6,TOTAL
11085,Tamil Nadu,2019,3,thoothukkudi district,251434,514591122.2,TOTAL
11086,Tamil Nadu,2019,3,thanjavur district,499378,862709786,TOTAL
11087,Tamil Nadu,2019,3,madurai district,1004838,2163231650,TOTAL
11088,Tamil Nadu,2019,3,tiruvannamalai district,408695,788782442.4,TOTAL
11089,Tamil Nadu,2019,3,salem district,1348219,3089948772,TOTAL
11090,Tamil Nadu,2019,3,nagapattinam district,182524,374062397.5,TOTAL
11091,Tamil Nadu,2019,3,tirupathur district,280191,551887987.5,TOTAL
11092,Tamil Nadu,2019,3,ariyalur district,102318,210754842.6,TOTAL
11093,Tamil Nadu,2019,3,chennai district,11333032,23024193806,TOTAL
11094,Tamil Nadu,2019,3,the nilgiris district,172729,366416212,TOTAL
11095,Tamil Nadu,2019,3,erode district,824050,1809433459,TOTAL
11096,Tamil Nadu,2019,3,karur district,233312,527606128.1,TOTAL
11097,Tamil Nadu,2019,3,kallakkurichi district,214180,462594169.7,TOTAL
11098,Tamil Nadu,2019,3,viluppuram district,347727,691014122.5,TOTAL
11099,Tamil Nadu,2019,3,pudukkottai district,195452,403435245.9,TOTAL
11100,Tamil Nadu,2019,3,perambalur district,97443,202989238,TOTAL
11101,Tamil Nadu,2019,3,coimbatore district,4303835,9457627886,TOTAL
11102,Tamil Nadu,2019,3,virudhunagar district,286960,603050825.4,TOTAL
11103,Tamil Nadu,2019,3,dindigul district,411188,865233220.4,TOTAL
11104,Tamil Nadu,2019,3,sivaganga district,203568,461238657.8,TOTAL
11105,Tamil Nadu,2019,3,tenkasi district,149611,316677496.9,TOTAL
11106,Tamil Nadu,2019,3,chengalpattu district,5765425,7255276541,TOTAL
11107,Tamil Nadu,2019,3,kanniyakumari district,293582,576372340.3,TOTAL
11108,Tamil Nadu,2019,3,tirunelveli district,266559,571521395.7,TOTAL
11109,Tamil Nadu,2019,3,thiruvallur district,3497534,5790229761,TOTAL
11110,Tamil Nadu,2019,3,theni district,182650,415596823.9,TOTAL
11111,Tamil Nadu,2019,3,ranipet district,319434,621745958.4,TOTAL
11112,Tamil Nadu,2019,3,namakkal district,436893,1016896335,TOTAL
11113,Tamil Nadu,2019,3,vellore district,776654,1201803230,TOTAL
11114,Tamil Nadu,2019,3,thiruvarur district,130645,261636404.9,TOTAL
11115,Tamil Nadu,2019,4,tiruchirappalli district,1364259,2850823023,TOTAL
11116,Tamil Nadu,2019,4,ramanathapuram district,217020,466879311,TOTAL
11117,Tamil Nadu,2019,4,krishnagiri district,1302647,2599923579,TOTAL
11118,Tamil Nadu,2019,4,cuddalore district,554320,1069462595,TOTAL
11119,Tamil Nadu,2019,4,kancheepuram district,3134851,4643283493,TOTAL
11120,Tamil Nadu,2019,4,tiruppur district,2020118,4339514037,TOTAL
11121,Tamil Nadu,2019,4,dharmapuri district,545240,1179249689,TOTAL
11122,Tamil Nadu,2019,4,thoothukkudi district,334748,673765706.7,TOTAL
11123,Tamil Nadu,2019,4,thanjavur district,634748,1089380866,TOTAL
11124,Tamil Nadu,2019,4,madurai district,1315576,2775348044,TOTAL
11125,Tamil Nadu,2019,4,tiruvannamalai district,561787,1076989969,TOTAL
11126,Tamil Nadu,2019,4,salem district,1754893,3897469229,TOTAL
11127,Tamil Nadu,2019,4,nagapattinam district,234840,461426174.7,TOTAL
11128,Tamil Nadu,2019,4,tirupathur district,385208,757709091.3,TOTAL
11129,Tamil Nadu,2019,4,ariyalur district,135252,270334848.6,TOTAL
11130,Tamil Nadu,2019,4,chennai district,16437269,31810645818,TOTAL
11131,Tamil Nadu,2019,4,the nilgiris district,254745,537415179.5,TOTAL
11132,Tamil Nadu,2019,4,erode district,1092587,2315486949,TOTAL
11133,Tamil Nadu,2019,4,karur district,303847,651278225,TOTAL
11134,Tamil Nadu,2019,4,kallakkurichi district,293430,615206202.5,TOTAL
11135,Tamil Nadu,2019,4,viluppuram district,478192,911152034.8,TOTAL
11136,Tamil Nadu,2019,4,pudukkottai district,250329,513371629.5,TOTAL
11137,Tamil Nadu,2019,4,perambalur district,130104,262954158.3,TOTAL
11138,Tamil Nadu,2019,4,coimbatore district,5937176,11949970483,TOTAL
11139,Tamil Nadu,2019,4,virudhunagar district,371435,780408757.3,TOTAL
11140,Tamil Nadu,2019,4,dindigul district,570988,1157558220,TOTAL
11141,Tamil Nadu,2019,4,sivaganga district,293949,681274042.3,TOTAL
11142,Tamil Nadu,2019,4,tenkasi district,193559,403713924.4,TOTAL
11143,Tamil Nadu,2019,4,chengalpattu district,7809082,9083457171,TOTAL
11144,Tamil Nadu,2019,4,kanniyakumari district,421655,795547991.6,TOTAL
11145,Tamil Nadu,2019,4,tirunelveli district,360780,745395226.1,TOTAL
11146,Tamil Nadu,2019,4,thiruvallur district,4441180,7308502938,TOTAL
11147,Tamil Nadu,2019,4,theni district,256489,559543041.2,TOTAL
11148,Tamil Nadu,2019,4,ranipet district,421689,816050436.5,TOTAL
11149,Tamil Nadu,2019,4,namakkal district,559495,1234659045,TOTAL
11150,Tamil Nadu,2019,4,vellore district,1053293,1572585256,TOTAL
11151,Tamil Nadu,2019,4,thiruvarur district,169631,333129126.8,TOTAL
11152,Tamil Nadu,2020,1,tiruchirappalli district,1199094,2346754056,TOTAL
11153,Tamil Nadu,2020,1,ramanathapuram district,268096,551491649,TOTAL
11154,Tamil Nadu,2020,1,krishnagiri district,1806032,3381602584,TOTAL
11155,Tamil Nadu,2020,1,cuddalore district,669682,1217389580,TOTAL
11156,Tamil Nadu,2020,1,kancheepuram district,3618880,5144042351,TOTAL
11157,Tamil Nadu,2020,1,tiruppur district,1918620,3829323477,TOTAL
11158,Tamil Nadu,2020,1,dharmapuri district,710147,1428767863,TOTAL
11159,Tamil Nadu,2020,1,thoothukkudi district,429017,812706179.8,TOTAL
11160,Tamil Nadu,2020,1,thanjavur district,741474,1219035469,TOTAL
11161,Tamil Nadu,2020,1,madurai district,1334450,2667507197,TOTAL
